country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2002,18.20412627200463,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2003,18.05453324138205,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2004,17.88482396795757,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2005,17.7269025994775,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2006,17.57991647986386,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2007,17.44412571465268,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2008,17.31930703839571,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2009,17.20641720883986,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2010,17.10416049221393,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2011,17.02741443343536,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2012,16.96984220657228,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2013,16.92094076473336,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2014,16.88023200560627,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2015,16.8473903236871,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2016,16.82236273996644,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2017,16.80533519427825,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2018,16.79797623192218,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2019,16.79983288629427,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2020,16.81046980295221,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2021,16.8292183412339,Total,,%,,,,Total
Dominican Republic,DO,DOM,214,Proportion of population using non-piped improved drinking water sources,2022,16.85567731903256,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2000,11.87548583628425,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2001,11.53906518537225,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2002,11.21918746085202,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2003,10.91048504286082,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2004,10.60147419529146,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2005,10.29225207977957,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2006,9.982820907688682,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2007,9.672984375542217,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2008,9.362940433831998,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2009,9.05269214083347,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2010,8.742138813880029,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2011,8.434774553820466,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2012,8.129642454429222,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2013,7.824296748185504,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2014,7.518842040633227,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2015,7.213069843948714,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2016,6.907189692197535,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2017,6.45644254889139,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2018,5.817245947001098,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2019,5.174545081878169,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2020,4.556048297974615,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2021,4.44504857947019,Total,,%,,,,Total
Ecuador,EC,ECU,218,Proportion of population using non-piped improved drinking water sources,2022,4.418981568953158,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2000,9.020413362892512,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2001,8.545874303103371,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2002,8.072085935562168,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2003,7.599049513057825,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2004,7.126764761775578,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2005,6.655231916540485,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2006,6.184450249456011,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2007,5.718007629868692,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2008,5.253631076155495,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2009,4.788856106873573,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2010,4.32383376595631,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2011,3.858430012315092,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2012,3.394349193741552,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2013,2.929347442952408,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2014,2.463510453302312,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2015,1.996791164788525,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2016,1.529175542382719,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2017,1.060542710378762,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2018,.5915296334925366,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2019,.3097242323746893,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2020,.3096883571664342,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2021,.3102602184297917,Total,,%,,,,Total
Egypt,EG,EGY,818,Proportion of population using non-piped improved drinking water sources,2022,.3110202521683276,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2000,13.66022971400292,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2001,12.69593673171494,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2002,12.41033446482568,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2003,12.12813087567413,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2004,11.84899583399431,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2005,11.57352318425287,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2006,11.30123113612817,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2007,11.0248226007479,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2008,10.70624538672051,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2009,10.39416944555476,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2010,10.08822003190497,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2011,9.788184418369049,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2012,9.494255447285655,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2013,9.206603270779089,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2014,8.924871513744765,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2015,8.649095364783619,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2016,8.380760383719878,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2017,8.11990317453208,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2018,7.866193588703228,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2019,7.498595862675113,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2020,6.927075404912072,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2021,6.333274341843573,Total,,%,,,,Total
El Salvador,SV,SLV,222,Proportion of population using non-piped improved drinking water sources,2022,5.997203488564764,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2000,42.3185776112267,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2001,40.91217229789621,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2002,39.54207357985239,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2003,38.20724734685059,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2004,36.90732941391323,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2005,35.6403865539119,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2006,34.40631011040848,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2007,33.20356235635941,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2008,32.03108347414177,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2009,30.88656260697952,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2010,29.76920989654634,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2011,28.6774090110135,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2012,27.60964450023889,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2013,26.34410500641231,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2014,26.47173670330436,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2015,26.59794879988063,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2016,26.72155521687447,Total,,%,,,,Total
Equatorial Guinea,GQ,GNQ,226,Proportion of population using non-piped improved drinking water sources,2017,26.84184724260892,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2000,40.91943581776835,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2001,38.72061950736248,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2002,36.56347967139667,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2003,34.44943370033211,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2004,32.3797509045503,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2005,30.35573401923735,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2006,28.37852293023147,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2007,26.44928547277024,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2008,24.5692494478987,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2009,22.7043860566366,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2010,20.86924932974248,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2011,19.06434969212445,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2012,17.28997312996364,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2013,17.38701760079163,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2014,17.48470210559171,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2015,17.58318394328938,Total,,%,,,,Total
Eritrea,ER,ERI,232,Proportion of population using non-piped improved drinking water sources,2016,17.68246573357858,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2000,10.21845684396555,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2001,9.821538585248838,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2002,9.422618949264869,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2003,9.021895630506082,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2004,8.619156157141854,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2005,8.214397981250785,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2006,7.807795581480911,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2007,7.399161223216227,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2008,6.988493142171586,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2009,6.575791909271024,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2010,6.161199614407616,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2011,5.744557324025023,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2012,5.308454008104233,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2013,4.856059972268238,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2014,4.406126715548043,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2015,3.958529265689189,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2016,3.365541272695544,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2017,2.77549529294321,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2018,2.188765844899099,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2019,1.605745620754329,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2020,1.149051131701141,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2021,.7000167783304888,Total,,%,,,,Total
Estonia,EE,EST,233,Proportion of population using non-piped improved drinking water sources,2022,.25629183649398,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2000,11.23606392488662,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2001,11.73378899030319,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2002,12.23335703189449,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2003,12.73474594434855,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2004,13.23813508542172,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2005,13.74322345431209,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2006,14.25019681463034,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2007,14.75330969634176,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2008,15.21912807513201,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2009,15.68162855392414,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2010,16.1407898135515,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2011,16.59643813136658,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2012,17.0601384446041,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2013,17.52147812675,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2014,17.98060935103945,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2015,18.43735089092183,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2016,18.89036076892995,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2017,19.33965732287937,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2018,19.78488581335625,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2019,20.22586675723665,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2020,20.6624240756038,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2021,21.09438233581766,Total,,%,,,,Total
Swaziland,SZ,SWZ,748,Proportion of population using non-piped improved drinking water sources,2022,21.5213302943492,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2000,10.3750521470428,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2001,11.60980688222839,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2002,12.84014212289151,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2003,14.06621244292414,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2004,15.28788007490982,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2005,16.50507846852999,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2006,17.71761358015196,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2007,18.92330254232313,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2008,20.09770714602287,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2009,21.2625457541723,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2010,22.41710538014468,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2011,23.56145983949233,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2012,24.69499355822874,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2013,25.82129367501346,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2014,26.93681234562249,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2015,28.04151399004667,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2016,29.13492957038783,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2017,30.21729779796309,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2018,31.28764207353293,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2019,32.3456686739006,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2020,33.39136242302663,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2021,34.42417093232472,Total,,%,,,,Total
Ethiopia,ET,ETH,231,Proportion of population using non-piped improved drinking water sources,2022,35.44410071735476,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2012,5.511550653172666,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2013,5.397832045517701,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2014,5.287168143107543,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2015,5.179997281216452,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2016,5.076099895422444,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2017,4.975259914333411,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2018,4.877474507998505,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2019,4.782745315379082,Total,,%,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,Proportion of population using non-piped improved drinking water sources,2020,4.691070797284628,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2000,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2001,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2002,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2003,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2004,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2005,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2006,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2007,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2008,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2009,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2010,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2011,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2012,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2013,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2014,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2015,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2016,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2017,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2018,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2019,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2020,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2021,0,Total,,%,,,,Total
Faroe Islands,FO,FRO,234,Proportion of population using non-piped improved drinking water sources,2022,0,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2001,12.31820688504891,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2002,12.23706677619168,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2003,12.15034885135053,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2004,12.06372003991751,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2005,11.97779824234215,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2006,11.6792295840096,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2007,11.38319910445893,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2008,11.07086987339884,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2009,10.75726015254676,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2010,10.44676496401473,Total,,%,,,,Total
Fiji,FJ,FJI,242,Proportion of population using non-piped improved drinking water sources,2011,10.13976684021504,Total,,%,,,,Total
